,accuracy,clf,f1_score,precision,recall,uncover_percentage
282,0.811965811965812,AdaBoostClassifier,0.36452762923351156,0.35479797979797983,0.4063492063492063,0.3
283,0.8803418803418803,AdaBoostClassifier,0.3705308775731311,0.3547940463828314,0.40408805031446543,0.3
284,0.905982905982906,AdaBoostClassifier,0.45284178187404,0.4234234234234234,0.4937106918238994,0.3
285,0.8461538461538461,AdaBoostClassifier,0.3942307692307692,0.43836477987421385,0.3775995246583482,0.3
286,0.8461538461538461,AdaBoostClassifier,0.3570441254651781,0.3397435897435897,0.4777777777777778,0.3
287,0.8974358974358975,AdaBoostClassifier,0.5958921694480103,0.5869281045751634,0.6060409924487594,0.3
288,0.8547008547008547,AdaBoostClassifier,0.3582587954680978,0.4536231884057971,0.3603030303030303,0.3
289,0.8290598290598291,AdaBoostClassifier,0.4166666666666667,0.38625429553264606,0.5676375404530745,0.3
290,0.8547008547008547,AdaBoostClassifier,0.3838187702265372,0.3658823529411765,0.530398322851153,0.3
291,0.8632478632478633,AdaBoostClassifier,0.42026143790849674,0.3859323432343234,0.5671521035598706,0.3
292,0.811965811965812,AdaBoostClassifier,0.4237037037037037,0.6898774983881367,0.5504273504273504,0.3
293,0.905982905982906,AdaBoostClassifier,0.5611234294161123,0.5333333333333333,0.5933333333333334,0.3
294,0.8547008547008547,AdaBoostClassifier,0.3675828047921071,0.36396396396396397,0.37286324786324787,0.3
295,0.8290598290598291,AdaBoostClassifier,0.30218068535825543,0.28362573099415206,0.3233333333333333,0.3
296,0.9230769230769231,AdaBoostClassifier,0.5971576227390182,0.5870870870870871,0.607905982905983,0.3
297,0.8974358974358975,AdaBoostClassifier,0.5231599886331344,0.478987898789879,0.6088187702265372,0.3
298,0.9230769230769231,AdaBoostClassifier,0.49217527386541465,0.4573208722741433,0.549266247379455,0.3
299,0.8376068376068376,AdaBoostClassifier,0.5868242033655567,0.5704309874522641,0.6274509803921569,0.3
300,0.8715596330275229,RandomForestClassifier,0.3104575163398693,0.290519877675841,0.3333333333333333,0.35
301,0.8440366972477065,RandomForestClassifier,0.30514096185737977,0.28134556574923547,0.3333333333333333,0.35
302,0.8899082568807339,RandomForestClassifier,0.42777777777777776,0.4378205128205128,0.42509920634920634,0.35
303,0.8990825688073395,RandomForestClassifier,0.4106852497096399,0.6327160493827161,0.3888888888888889,0.35
304,0.8715596330275229,RandomForestClassifier,0.3104575163398693,0.290519877675841,0.3333333333333333,0.35
305,0.8807339449541285,RandomForestClassifier,0.37569727121965935,0.36299892125134847,0.38979591836734695,0.35
306,0.8532110091743119,RandomForestClassifier,0.3069306930693069,0.28703703703703703,0.3297872340425532,0.35
307,0.908256880733945,RandomForestClassifier,0.5037401933953659,0.8050314465408804,0.4476190476190476,0.35
308,0.8532110091743119,RandomForestClassifier,0.3069306930693069,0.28440366972477066,0.3333333333333333,0.35
309,0.8990825688073395,RandomForestClassifier,0.4193957857324195,0.44102564102564107,0.4098639455782313,0.35
310,0.8990825688073395,RandomForestClassifier,0.3910675381263616,0.41614255765199165,0.3854875283446712,0.35
311,0.8715596330275229,RandomForestClassifier,0.4205128205128205,0.38407407407407407,0.49298245614035086,0.35
312,0.8899082568807339,RandomForestClassifier,0.37901402080506563,0.37435897435897436,0.3854524627720504,0.35
313,0.8623853211009175,RandomForestClassifier,0.30870279146141216,0.28746177370030584,0.3333333333333333,0.35
